"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 29 01:09:06 GMT 2024","Mon Jan 29 01:09:07 GMT 2024","980","","","","","","Validate Council Output [NewarkAndSherwoodDC-None-None]",""
"failed","Mon Jan 29 01:09:41 GMT 2024","Mon Jan 29 01:09:41 GMT 2024","2","","","","","","Validate Council Output [WakefieldCityCouncil-http://selenium:4444-local]",""
"failed","Mon Jan 29 01:09:26 GMT 2024","Mon Jan 29 01:09:27 GMT 2024","144","","","","","","Validate Council Output [PortsmouthCityCouncil-http://selenium:4444-local]",""
"failed","Mon Jan 29 01:09:16 GMT 2024","Mon Jan 29 01:09:16 GMT 2024","2","","","","","","Validate Council Output [GuildfordCouncil-http://selenium:4444-local]",""
"passed","Mon Jan 29 01:09:29 GMT 2024","Mon Jan 29 01:09:32 GMT 2024","3057","","","","","","Validate Council Output [SouthNorfolkCouncil-None-None]",""
"failed","Mon Jan 29 01:08:51 GMT 2024","Mon Jan 29 01:08:51 GMT 2024","153","","","","","","Validate Council Output [DerbyshireDalesDistrictCouncil-http://selenium:4444-local]",""
"passed","Mon Jan 29 01:09:30 GMT 2024","Mon Jan 29 01:09:33 GMT 2024","2333","","","","","","Validate Council Output [StockportBoroughCouncil-None-None]",""
"passed","Mon Jan 29 01:09:00 GMT 2024","Mon Jan 29 01:09:05 GMT 2024","5136","","","","","","Validate Council Output [HarrogateBoroughCouncil-None-None]",""
"passed","Mon Jan 29 01:08:50 GMT 2024","Mon Jan 29 01:08:55 GMT 2024","5173","","","","","","Validate Council Output [BasingstokeCouncil-None-None]",""
"failed","Mon Jan 29 01:09:27 GMT 2024","Mon Jan 29 01:09:27 GMT 2024","149","","","","","","Validate Council Output [PrestonCityCouncil-http://selenium:4444-local]",""
"passed","Mon Jan 29 01:09:13 GMT 2024","Mon Jan 29 01:09:14 GMT 2024","793","","","","","","Validate Council Output [LisburnCastlereaghCityCouncil-None-None]",""
"passed","Mon Jan 29 01:09:10 GMT 2024","Mon Jan 29 01:09:13 GMT 2024","3144","","","","","","Validate Council Output [FenlandDistrictCouncil-None-None]",""
"failed","Mon Jan 29 01:08:53 GMT 2024","Mon Jan 29 01:08:57 GMT 2024","4206","","","","","","Validate Council Output [BromleyBoroughCouncil-http://selenium:4444-local]",""
"passed","Mon Jan 29 01:09:15 GMT 2024","Mon Jan 29 01:09:17 GMT 2024","2251","","","","","","Validate Council Output [NorthNorthamptonshireCouncil-None-None]",""
"failed","Mon Jan 29 01:08:59 GMT 2024","Mon Jan 29 01:09:05 GMT 2024","5761","","","","","","Validate Council Output [LondonBoroughHounslow-None-None]",""
"passed","Mon Jan 29 01:09:30 GMT 2024","Mon Jan 29 01:09:30 GMT 2024","579","","","","","","Validate Council Output [SouthGloucestershireCouncil-None-None]",""
"passed","Mon Jan 29 01:08:57 GMT 2024","Mon Jan 29 01:08:59 GMT 2024","1778","","","","","","Validate Council Output [BuryCouncil-None-None]",""
"passed","Mon Jan 29 01:08:49 GMT 2024","Mon Jan 29 01:08:50 GMT 2024","1096","","","","","","Validate Council Output [BarnsleyMBCouncil-None-None]",""
"passed","Mon Jan 29 01:09:18 GMT 2024","Mon Jan 29 01:09:20 GMT 2024","1559","","","","","","Validate Council Output [NorthTynesideCouncil-None-None]",""
"passed","Mon Jan 29 01:09:33 GMT 2024","Mon Jan 29 01:09:36 GMT 2024","3338","","","","","","Validate Council Output [StokeOnTrentCityCouncil-None-None]",""
"failed","Mon Jan 29 01:09:40 GMT 2024","Mon Jan 29 01:09:41 GMT 2024","1886","","","","","","Validate Council Output [ValeofGlamorganCouncil-None-None]",""
"passed","Mon Jan 29 01:09:29 GMT 2024","Mon Jan 29 01:09:29 GMT 2024","576","","","","","","Validate Council Output [SouthLanarkshireCouncil-None-None]",""
"failed","Mon Jan 29 01:08:57 GMT 2024","Mon Jan 29 01:08:57 GMT 2024","2","","","","","","Validate Council Output [BuckinghamshireCouncil-http://selenium:4444-local]",""
"failed","Mon Jan 29 01:09:29 GMT 2024","Mon Jan 29 01:09:29 GMT 2024","144","","","","","","Validate Council Output [NorthNorfolkDistrictCouncil-http://selenium:4444-local]",""
"passed","Mon Jan 29 01:08:54 GMT 2024","Mon Jan 29 01:08:56 GMT 2024","2140","","","","","","Validate Council Output [CheshireEastCouncil-None-None]",""
"passed","Mon Jan 29 01:09:25 GMT 2024","Mon Jan 29 01:09:29 GMT 2024","4379","","","","","","Validate Council Output [NorthLincolnshireCouncil-None-None]",""
"failed","Mon Jan 29 01:09:15 GMT 2024","Mon Jan 29 01:09:15 GMT 2024","2","","","","","","Validate Council Output [NorthEastLincs-None-None]",""
