"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Jan 26 01:10:37 GMT 2024","Fri Jan 26 01:10:38 GMT 2024","151","","","","","","Validate Council Output [GatesheadCouncil-http://selenium:4444-local]",""
"passed","Fri Jan 26 01:10:33 GMT 2024","Fri Jan 26 01:10:38 GMT 2024","4733","","","","","","Validate Council Output [ShropshireCouncil-None-None]",""
"passed","Fri Jan 26 01:10:49 GMT 2024","Fri Jan 26 01:10:56 GMT 2024","7047","","","","","","Validate Council Output [WaverleyBoroughCouncil-None-None]",""
"failed","Fri Jan 26 01:10:40 GMT 2024","Fri Jan 26 01:10:41 GMT 2024","730","","","","","","Validate Council Output [SouthTynesideCouncil-None-None]",""
"failed","Fri Jan 26 01:10:34 GMT 2024","Fri Jan 26 01:10:34 GMT 2024","81","","","","","","Validate Council Output [PrestonCityCouncil-http://selenium:4444-local]",""
"passed","Fri Jan 26 01:10:58 GMT 2024","Fri Jan 26 01:10:59 GMT 2024","543","","","","","","Validate Council Output [YorkCouncil-None-None]",""
"passed","Fri Jan 26 01:10:21 GMT 2024","Fri Jan 26 01:10:22 GMT 2024","784","","","","","","Validate Council Output [NorthLanarkshireCouncil-None-None]",""
"failed","Fri Jan 26 01:10:10 GMT 2024","Fri Jan 26 01:10:10 GMT 2024","2","","","","","","Validate Council Output [HighPeakCouncil-http://selenium:4444-local]",""
"failed","Fri Jan 26 01:10:03 GMT 2024","Fri Jan 26 01:10:04 GMT 2024","410","","","","","","Validate Council Output [EastSuffolkCouncil-http://selenium:4444-local]",""
"passed","Fri Jan 26 01:10:19 GMT 2024","Fri Jan 26 01:10:20 GMT 2024","930","","","","","","Validate Council Output [NorthNorthamptonshireCouncil-None-None]",""
"passed","Fri Jan 26 01:10:01 GMT 2024","Fri Jan 26 01:10:03 GMT 2024","1783","","","","","","Validate Council Output [EastleighBoroughCouncil-None-None]",""
"passed","Fri Jan 26 01:10:13 GMT 2024","Fri Jan 26 01:10:16 GMT 2024","2636","","","","","","Validate Council Output [NewportCityCouncil-None-None]",""
"failed","Fri Jan 26 01:09:50 GMT 2024","Fri Jan 26 01:09:50 GMT 2024","2","","","","","","Validate Council Output [BrightonandHoveCityCouncil-http://selenium:4444-local]",""
"failed","Fri Jan 26 01:09:55 GMT 2024","Fri Jan 26 01:09:55 GMT 2024","3","","","","","","Validate Council Output [CastlepointDistrictCouncil-http://selenium:4444-local]",""
"passed","Fri Jan 26 01:10:15 GMT 2024","Fri Jan 26 01:10:16 GMT 2024","1133","","","","","","Validate Council Output [MaldonDistrictCouncil-None-None]",""
"failed","Fri Jan 26 01:10:28 GMT 2024","Fri Jan 26 01:10:28 GMT 2024","412","","","","","","Validate Council Output [NorthWestLeicestershire-http://selenium:4444-local]",""
"failed","Fri Jan 26 01:10:45 GMT 2024","Fri Jan 26 01:10:45 GMT 2024","159","","","","","","Validate Council Output [StaffordshireMoorlandsDistrictCouncil-http://selenium:4444-local]",""
"passed","Fri Jan 26 01:09:59 GMT 2024","Fri Jan 26 01:10:00 GMT 2024","1538","","","","","","Validate Council Output [BuryCouncil-None-None]",""
"passed","Fri Jan 26 01:10:28 GMT 2024","Fri Jan 26 01:10:29 GMT 2024","719","","","","","","Validate Council Output [RushmoorCouncil-None-None]",""
"passed","Fri Jan 26 01:10:17 GMT 2024","Fri Jan 26 01:10:18 GMT 2024","776","","","","","","Validate Council Output [LisburnCastlereaghCityCouncil-None-None]",""
"passed","Fri Jan 26 01:10:29 GMT 2024","Fri Jan 26 01:10:30 GMT 2024","1496","","","","","","Validate Council Output [SalfordCityCouncil-None-None]",""
"passed","Fri Jan 26 01:10:37 GMT 2024","Fri Jan 26 01:10:40 GMT 2024","3515","","","","","","Validate Council Output [SouthOxfordshireCouncil-None-None]",""
"failed","Fri Jan 26 01:10:27 GMT 2024","Fri Jan 26 01:10:28 GMT 2024","170","","","","","","Validate Council Output [NorthumberlandCouncil-http://selenium:4444-local]",""
"passed","Fri Jan 26 01:10:39 GMT 2024","Fri Jan 26 01:10:41 GMT 2024","1560","","","","","","Validate Council Output [SouthCambridgeshireCouncil-None-None]",""
"failed","Fri Jan 26 01:09:59 GMT 2024","Fri Jan 26 01:09:59 GMT 2024","3","","","","","","Validate Council Output [BuckinghamshireCouncil-http://selenium:4444-local]",""
"passed","Fri Jan 26 01:09:52 GMT 2024","Fri Jan 26 01:09:53 GMT 2024","948","","","","","","Validate Council Output [BarnsleyMBCouncil-None-None]",""
"failed","Fri Jan 26 01:10:05 GMT 2024","Fri Jan 26 01:10:06 GMT 2024","1356","","","","","","Validate Council Output [MidSussexDistrictCouncil-None-None]",""
"passed","Fri Jan 26 01:10:00 GMT 2024","Fri Jan 26 01:10:01 GMT 2024","731","","","","","","Validate Council Output [BCPCouncil-None-None]",""
"failed","Fri Jan 26 01:09:50 GMT 2024","Fri Jan 26 01:09:50 GMT 2024","199","","","","","","Validate Council Output [BoltonCouncil-http://selenium:4444-local]",""
"passed","Fri Jan 26 01:10:38 GMT 2024","Fri Jan 26 01:10:39 GMT 2024","1521","","","","","","Validate Council Output [SouthAyrshireCouncil-None-None]",""
"passed","Fri Jan 26 01:10:43 GMT 2024","Fri Jan 26 01:10:52 GMT 2024","9412","","","","","","Validate Council Output [TestValleyBoroughCouncil-None-None]",""
"failed","Fri Jan 26 01:10:56 GMT 2024","Fri Jan 26 01:10:56 GMT 2024","158","","","","","","Validate Council Output [WestLothianCouncil-http://selenium:4444-local]",""
"passed","Fri Jan 26 01:10:22 GMT 2024","Fri Jan 26 01:10:27 GMT 2024","4915","","","","","","Validate Council Output [NorthLincolnshireCouncil-None-None]",""
"failed","Fri Jan 26 01:10:21 GMT 2024","Fri Jan 26 01:10:27 GMT 2024","5358","","","","","","Validate Council Output [MertonCouncil-None-None]",""
"passed","Fri Jan 26 01:10:50 GMT 2024","Fri Jan 26 01:10:56 GMT 2024","5713","","","","","","Validate Council Output [ValeofWhiteHorseCouncil-None-None]",""
"passed","Fri Jan 26 01:10:34 GMT 2024","Fri Jan 26 01:10:35 GMT 2024","614","","","","","","Validate Council Output [SouthLanarkshireCouncil-None-None]",""
"passed","Fri Jan 26 01:10:54 GMT 2024","Fri Jan 26 01:10:56 GMT 2024","1197","","","","","","Validate Council Output [WestLindseyDistrictCouncil-None-None]",""
"failed","Fri Jan 26 01:10:16 GMT 2024","Fri Jan 26 01:10:16 GMT 2024","2","","","","","","Validate Council Output [NorthEastLincs-None-None]",""
"passed","Fri Jan 26 01:10:38 GMT 2024","Fri Jan 26 01:10:45 GMT 2024","7443","","","","","","Validate Council Output [SomersetCouncil-None-None]",""
"passed","Fri Jan 26 01:10:56 GMT 2024","Fri Jan 26 01:10:59 GMT 2024","3784","","","","","","Validate Council Output [WiganBoroughCouncil-None-None]",""
"passed","Fri Jan 26 01:10:18 GMT 2024","Fri Jan 26 01:10:19 GMT 2024","1130","","","","","","Validate Council Output [LiverpoolCityCouncil-None-None]",""
"failed","Fri Jan 26 01:10:41 GMT 2024","Fri Jan 26 01:10:41 GMT 2024","2","","","","","","Validate Council Output [HaltonBoroughCouncil-http://selenium:4444-local]",""
"passed","Fri Jan 26 01:10:56 GMT 2024","Fri Jan 26 01:10:59 GMT 2024","3573","","","","","","Validate Council Output [WindsorAndMaidenheadCouncil-None-None]",""
"failed","Fri Jan 26 01:10:42 GMT 2024","Fri Jan 26 01:12:53 GMT 2024","130758","","","","","","Validate Council Output [TamesideMBCouncil-None-None]",""
"passed","Fri Jan 26 01:10:01 GMT 2024","Fri Jan 26 01:10:03 GMT 2024","2598","","","","","","Validate Council Output [BedfordshireCouncil-None-None]",""
"passed","Fri Jan 26 01:10:52 GMT 2024","Fri Jan 26 01:10:54 GMT 2024","2018","","","","","","Validate Council Output [TorbayCouncil-None-None]",""
"failed","Fri Jan 26 01:10:27 GMT 2024","Fri Jan 26 01:10:27 GMT 2024","67","","","","","","Validate Council Output [NorthNorfolkDistrictCouncil-http://selenium:4444-local]",""
"passed","Fri Jan 26 01:09:53 GMT 2024","Fri Jan 26 01:09:59 GMT 2024","6211","","","","","","Validate Council Output [BasingstokeCouncil-None-None]",""
"passed","Fri Jan 26 01:10:03 GMT 2024","Fri Jan 26 01:10:05 GMT 2024","2172","","","","","","Validate Council Output [HaringeyCouncil-None-None]",""
"passed","Fri Jan 26 01:09:50 GMT 2024","Fri Jan 26 01:09:52 GMT 2024","2072","","","","","","Validate Council Output [AylesburyValeCouncil-None-None]",""
"failed","Fri Jan 26 01:10:48 GMT 2024","Fri Jan 26 01:10:48 GMT 2024","2","","","","","","Validate Council Output [WakefieldCityCouncil-http://selenium:4444-local]",""
"passed","Fri Jan 26 01:10:20 GMT 2024","Fri Jan 26 01:10:21 GMT 2024","1254","","","","","","Validate Council Output [NorthSomersetCouncil-None-None]",""
