"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 09 01:07:39 GMT 2024","Fri Feb 09 01:07:50 GMT 2024","10865","","","","","","Validate Council Output [LancasterCityCouncil-None-None]",""
"failed","Fri Feb 09 01:07:15 GMT 2024","Fri Feb 09 01:07:15 GMT 2024","444","","","","","","Validate Council Output [CalderdaleCouncil-http://selenium:4444-local]",""
"passed","Fri Feb 09 01:07:24 GMT 2024","Fri Feb 09 01:07:26 GMT 2024","1213","","","","","","Validate Council Output [DorsetCouncil-None-None]",""
"passed","Fri Feb 09 01:07:28 GMT 2024","Fri Feb 09 01:07:29 GMT 2024","1170","","","","","","Validate Council Output [EnvironmentFirst-None-None]",""
"passed","Fri Feb 09 01:08:30 GMT 2024","Fri Feb 09 01:08:33 GMT 2024","2520","","","","","","Validate Council Output [TonbridgeAndMallingBC-None-None]",""
"passed","Fri Feb 09 01:07:23 GMT 2024","Fri Feb 09 01:07:30 GMT 2024","6902","","","","","","Validate Council Output [ChorleyCouncil-http://selenium:4444-local]",""
"passed","Fri Feb 09 01:08:15 GMT 2024","Fri Feb 09 01:08:15 GMT 2024","669","","","","","","Validate Council Output [SouthLanarkshireCouncil-None-None]",""
"failed","Fri Feb 09 01:08:26 GMT 2024","Fri Feb 09 01:08:27 GMT 2024","862","","","","","","Validate Council Output [SwaleBoroughCouncil-None-None]",""
"passed","Fri Feb 09 01:10:37 GMT 2024","Fri Feb 09 01:10:51 GMT 2024","14185","","","","","","Validate Council Output [TestValleyBoroughCouncil-None-None]",""
"failed","Fri Feb 09 01:07:38 GMT 2024","Fri Feb 09 01:07:39 GMT 2024","996","","","","","","Validate Council Output [KingstonUponThamesCouncil-None-None]",""
"failed","Fri Feb 09 01:07:15 GMT 2024","Fri Feb 09 01:07:15 GMT 2024","106","","","","","","Validate Council Output [BlackburnCouncil-http://selenium:4444-local]",""
"failed","Fri Feb 09 01:07:21 GMT 2024","Fri Feb 09 01:07:21 GMT 2024","167","","","","","","Validate Council Output [BroxtoweBoroughCouncil-http://selenium:4444-local]",""
"failed","Fri Feb 09 01:07:39 GMT 2024","Fri Feb 09 01:07:39 GMT 2024","3","","","","","","Validate Council Output [GuildfordCouncil-http://selenium:4444-local]",""
"failed","Fri Feb 09 01:07:21 GMT 2024","Fri Feb 09 01:07:21 GMT 2024","3","","","","","","Validate Council Output [BuckinghamshireCouncil-http://selenium:4444-local]",""
"failed","Fri Feb 09 01:07:23 GMT 2024","Fri Feb 09 01:07:23 GMT 2024","52","","","","","","Validate Council Output [DerbyshireDalesDistrictCouncil-http://selenium:4444-local]",""
"failed","Fri Feb 09 01:07:40 GMT 2024","Fri Feb 09 01:07:40 GMT 2024","3","","","","","","Validate Council Output [MiltonKeynesCityCouncil-None-None]",""
