"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 12 01:15:21 GMT 2024","Fri Jan 12 01:15:30 GMT 2024","9563","","","","","","Validate Council Output [TestValleyBoroughCouncil-None-None]",""
"passed","Fri Jan 12 01:15:15 GMT 2024","Fri Jan 12 01:15:16 GMT 2024","1079","","","","","","Validate Council Output [SouthAyrshireCouncil-None-None]",""
"passed","Fri Jan 12 01:14:35 GMT 2024","Fri Jan 12 01:14:36 GMT 2024","1333","","","","","","Validate Council Output [DoncasterCouncil-None-None]",""
"passed","Fri Jan 12 01:15:18 GMT 2024","Fri Jan 12 01:15:18 GMT 2024","774","","","","","","Validate Council Output [SouthGloucestershireCouncil-None-None]",""
"passed","Fri Jan 12 01:14:32 GMT 2024","Fri Jan 12 01:14:33 GMT 2024","1567","","","","","","Validate Council Output [CharnwoodBoroughCouncil-None-None]",""
"passed","Fri Jan 12 01:14:23 GMT 2024","Fri Jan 12 01:14:24 GMT 2024","1148","","","","","","Validate Council Output [ConwyCountyBorough-None-None]",""
"failed","Fri Jan 12 01:14:42 GMT 2024","Fri Jan 12 01:14:42 GMT 2024","154","","","","","","Validate Council Output [NeathPortTalbotCouncil-http://selenium:4444-local]",""
"passed","Fri Jan 12 01:15:11 GMT 2024","Fri Jan 12 01:15:19 GMT 2024","8636","","","","","","Validate Council Output [SomersetCouncil-None-None]",""
"passed","Fri Jan 12 01:15:18 GMT 2024","Fri Jan 12 01:15:20 GMT 2024","1483","","","","","","Validate Council Output [StratfordUponAvonCouncil-None-None]",""
"passed","Fri Jan 12 01:15:05 GMT 2024","Fri Jan 12 01:15:15 GMT 2024","9986","","","","","","Validate Council Output [RugbyBoroughCouncil-None-None]",""
"passed","Fri Jan 12 01:14:49 GMT 2024","Fri Jan 12 01:14:54 GMT 2024","5323","","","","","","Validate Council Output [NorthKestevenDistrictCouncil-None-None]",""
"failed","Fri Jan 12 01:15:23 GMT 2024","Fri Jan 12 01:15:24 GMT 2024","587","","","","","","Validate Council Output [StokeOnTrentCityCouncil-None-None]",""
"failed","Fri Jan 12 01:15:34 GMT 2024","Fri Jan 12 01:15:34 GMT 2024","76","","","","","","Validate Council Output [WelhatCouncil-None-None]",""
"failed","Fri Jan 12 01:14:38 GMT 2024","Fri Jan 12 01:14:38 GMT 2024","161","","","","","","Validate Council Output [EastLindseyDistrictCouncil-http://selenium:4444-local]",""
"failed","Fri Jan 12 01:14:30 GMT 2024","Fri Jan 12 01:14:34 GMT 2024","4622","","","","","","Validate Council Output [CroydonCouncil-None-None]",""
