"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Jan 12 01:14:41 GMT 2024","Fri Jan 12 01:14:41 GMT 2024","3","","","","","","Validate Council Output [BexleyCouncil-http://selenium:4444-local]",""
"failed","Fri Jan 12 01:15:41 GMT 2024","Fri Jan 12 01:15:41 GMT 2024","227","","","","","","Validate Council Output [WestLothianCouncil-http://selenium:4444-local]",""
"failed","Fri Jan 12 01:14:52 GMT 2024","Fri Jan 12 01:14:52 GMT 2024","221","","","","","","Validate Council Output [NorthEastDerbyshireDistrictCouncil-http://selenium:4444-local]",""
"failed","Fri Jan 12 01:15:13 GMT 2024","Fri Jan 12 01:15:14 GMT 2024","1157","","","","","","Validate Council Output [StHelensBC-None-None]",""
"passed","Fri Jan 12 01:14:53 GMT 2024","Fri Jan 12 01:14:54 GMT 2024","975","","","","","","Validate Council Output [LisburnCastlereaghCityCouncil-None-None]",""
"passed","Fri Jan 12 01:15:14 GMT 2024","Fri Jan 12 01:15:23 GMT 2024","9010","","","","","","Validate Council Output [StockportBoroughCouncil-None-None]",""
"failed","Fri Jan 12 01:14:30 GMT 2024","Fri Jan 12 01:14:31 GMT 2024","1619","","","","","","Validate Council Output [CroydonCouncil-None-None]",""
"passed","Fri Jan 12 01:14:28 GMT 2024","Fri Jan 12 01:14:29 GMT 2024","1149","","","","","","Validate Council Output [CannockChaseDistrictCouncil-None-None]",""
"passed","Fri Jan 12 01:15:41 GMT 2024","Fri Jan 12 01:15:45 GMT 2024","3404","","","","","","Validate Council Output [WindsorAndMaidenheadCouncil-None-None]",""
"passed","Fri Jan 12 01:15:37 GMT 2024","Fri Jan 12 01:15:41 GMT 2024","4085","","","","","","Validate Council Output [NewportCityCouncil-None-None]",""
"passed","Fri Jan 12 01:15:18 GMT 2024","Fri Jan 12 01:15:19 GMT 2024","1658","","","","","","Validate Council Output [StratfordUponAvonCouncil-None-None]",""
"failed","Fri Jan 12 01:14:27 GMT 2024","Fri Jan 12 01:14:27 GMT 2024","172","","","","","","Validate Council Output [BlackburnCouncil-http://selenium:4444-local]",""
"passed","Fri Jan 12 01:14:28 GMT 2024","Fri Jan 12 01:14:30 GMT 2024","1803","","","","","","Validate Council Output [CrawleyBoroughCouncil-None-None]",""
"passed","Fri Jan 12 01:14:32 GMT 2024","Fri Jan 12 01:14:33 GMT 2024","1662","","","","","","Validate Council Output [DoncasterCouncil-None-None]",""
"failed","Fri Jan 12 01:14:46 GMT 2024","Fri Jan 12 01:14:49 GMT 2024","3438","","","","","","Validate Council Output [LondonBoroughHounslow-None-None]",""
"passed","Fri Jan 12 01:15:00 GMT 2024","Fri Jan 12 01:15:05 GMT 2024","4592","","","","","","Validate Council Output [NorthLincolnshireCouncil-None-None]",""
"failed","Fri Jan 12 01:14:33 GMT 2024","Fri Jan 12 01:14:35 GMT 2024","1150","","","","","","Validate Council Output [BromleyBoroughCouncil-http://selenium:4444-local]",""
"failed","Fri Jan 12 01:14:45 GMT 2024","Fri Jan 12 01:14:45 GMT 2024","2","","","","","","Validate Council Output [HighPeakCouncil-http://selenium:4444-local]",""
"passed","Fri Jan 12 01:15:04 GMT 2024","Fri Jan 12 01:15:06 GMT 2024","2232","","","","","","Validate Council Output [OldhamCouncil-None-None]",""
"passed","Fri Jan 12 01:14:38 GMT 2024","Fri Jan 12 01:14:41 GMT 2024","3377","","","","","","Validate Council Output [BedfordshireCouncil-None-None]",""
"passed","Fri Jan 12 01:14:35 GMT 2024","Fri Jan 12 01:14:37 GMT 2024","2145","","","","","","Validate Council Output [BuryCouncil-None-None]",""
"passed","Fri Jan 12 01:15:20 GMT 2024","Fri Jan 12 01:15:25 GMT 2024","4753","","","","","","Validate Council Output [ShropshireCouncil-None-None]",""
"passed","Fri Jan 12 01:15:09 GMT 2024","Fri Jan 12 01:15:12 GMT 2024","2496","","","","","","Validate Council Output [SouthCambridgeshireCouncil-None-None]",""
"passed","Fri Jan 12 01:14:38 GMT 2024","Fri Jan 12 01:14:40 GMT 2024","1786","","","","","","Validate Council Output [EastleighBoroughCouncil-None-None]",""
"failed","Fri Jan 12 01:15:41 GMT 2024","Fri Jan 12 01:15:41 GMT 2024","3","","","","","","Validate Council Output [WakefieldCityCouncil-http://selenium:4444-local]",""
"failed","Fri Jan 12 01:14:46 GMT 2024","Fri Jan 12 01:15:37 GMT 2024","51140","","","","","","Validate Council Output [NewcastleCityCouncil-None-None]",""
"failed","Fri Jan 12 01:14:27 GMT 2024","Fri Jan 12 01:14:28 GMT 2024","649","","","","","","Validate Council Output [BoltonCouncil-http://selenium:4444-local]",""
"failed","Fri Jan 12 01:15:21 GMT 2024","Fri Jan 12 01:17:31 GMT 2024","130901","","","","","","Validate Council Output [TamesideMBCouncil-None-None]",""
"passed","Fri Jan 12 01:14:29 GMT 2024","Fri Jan 12 01:14:32 GMT 2024","3704","","","","","","Validate Council Output [CardiffCouncil-None-None]",""
"failed","Fri Jan 12 01:14:41 GMT 2024","Fri Jan 12 01:14:44 GMT 2024","2975","","","","","","Validate Council Output [MidSussexDistrictCouncil-None-None]",""
"failed","Fri Jan 12 01:15:05 GMT 2024","Fri Jan 12 01:15:05 GMT 2024","247","","","","","","Validate Council Output [NorthNorfolkDistrictCouncil-http://selenium:4444-local]",""
"failed","Fri Jan 12 01:14:34 GMT 2024","Fri Jan 12 01:14:36 GMT 2024","1165","","","","","","Validate Council Output [ChelmsfordCityCouncil-http://selenium:4444-local]",""
"failed","Fri Jan 12 01:15:12 GMT 2024","Fri Jan 12 01:15:17 GMT 2024","4650","","","","","","Validate Council Output [SouthOxfordshireCouncil-None-None]",""
"passed","Fri Jan 12 01:14:48 GMT 2024","Fri Jan 12 01:14:49 GMT 2024","1789","","","","","","Validate Council Output [GedlingBoroughCouncil-None-None]",""
"failed","Fri Jan 12 01:14:53 GMT 2024","Fri Jan 12 01:14:53 GMT 2024","220","","","","","","Validate Council Output [LeedsCityCouncil-http://selenium:4444-local]",""
