"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 01 01:12:30 GMT 2024","Thu Feb 01 01:12:57 GMT 2024","26490","","","","","","Validate Council Output [ChorleyCouncil-http://selenium:4444-local]",""
"passed","Thu Feb 01 01:12:19 GMT 2024","Thu Feb 01 01:12:21 GMT 2024","1453","","","","","","Validate Council Output [CrawleyBoroughCouncil-None-None]",""
"passed","Thu Feb 01 01:12:29 GMT 2024","Thu Feb 01 01:12:31 GMT 2024","1416","","","","","","Validate Council Output [EastCambridgeshireCouncil-None-None]",""
"passed","Thu Feb 01 01:12:33 GMT 2024","Thu Feb 01 01:12:36 GMT 2024","2819","","","","","","Validate Council Output [HarrogateBoroughCouncil-None-None]",""
"failed","Thu Feb 01 01:13:00 GMT 2024","Thu Feb 01 01:13:00 GMT 2024","2","","","","","","Validate Council Output [ForestOfDeanDistrictCouncil-http://selenium:4444-local]",""
"passed","Thu Feb 01 01:13:01 GMT 2024","Thu Feb 01 01:13:06 GMT 2024","4587","","","","","","Validate Council Output [ShropshireCouncil-None-None]",""
"passed","Thu Feb 01 01:13:00 GMT 2024","Thu Feb 01 01:13:02 GMT 2024","1801","","","","","","Validate Council Output [GedlingBoroughCouncil-None-None]",""
"failed","Thu Feb 01 01:12:25 GMT 2024","Thu Feb 01 01:12:25 GMT 2024","2","","","","","","Validate Council Output [CastlepointDistrictCouncil-http://selenium:4444-local]",""
"passed","Thu Feb 01 01:13:28 GMT 2024","Thu Feb 01 01:13:40 GMT 2024","11908","","","","","","Validate Council Output [WiltshireCouncil-None-None]",""
"passed","Thu Feb 01 01:13:24 GMT 2024","Thu Feb 01 01:13:26 GMT 2024","2406","","","","","","Validate Council Output [WealdenDistrictCouncil-None-None]",""
"passed","Thu Feb 01 01:12:45 GMT 2024","Thu Feb 01 01:12:46 GMT 2024","1482","","","","","","Validate Council Output [LiverpoolCityCouncil-None-None]",""
"passed","Thu Feb 01 01:13:08 GMT 2024","Thu Feb 01 01:13:11 GMT 2024","3984","","","","","","Validate Council Output [StockportBoroughCouncil-None-None]",""
"failed","Thu Feb 01 01:13:04 GMT 2024","Thu Feb 01 01:13:04 GMT 2024","3","","","","","","Validate Council Output [HaltonBoroughCouncil-http://selenium:4444-local]",""
"failed","Thu Feb 01 01:12:46 GMT 2024","Thu Feb 01 01:12:46 GMT 2024","3","","","","","","Validate Council Output [MidAndEastAntrimBoroughCouncil-http://selenium:4444-local]",""
"failed","Thu Feb 01 01:13:09 GMT 2024","Thu Feb 01 01:13:10 GMT 2024","1555","","","","","","Validate Council Output [SouthTynesideCouncil-None-None]",""
"passed","Thu Feb 01 01:12:19 GMT 2024","Thu Feb 01 01:12:25 GMT 2024","6385","","","","","","Validate Council Output [BristolCityCouncil-None-None]",""
"failed","Thu Feb 01 01:12:21 GMT 2024","Thu Feb 01 01:12:23 GMT 2024","1870","","","","","","Validate Council Output [CroydonCouncil-None-None]",""
"passed","Thu Feb 01 01:13:01 GMT 2024","Thu Feb 01 01:13:07 GMT 2024","5484","","","","","","Validate Council Output [RugbyBoroughCouncil-None-None]",""
"failed","Thu Feb 01 01:12:46 GMT 2024","Thu Feb 01 01:12:47 GMT 2024","211","","","","","","Validate Council Output [NorthEastDerbyshireDistrictCouncil-http://selenium:4444-local]",""
"passed","Thu Feb 01 01:13:07 GMT 2024","Thu Feb 01 01:13:08 GMT 2024","969","","","","","","Validate Council Output [SouthLanarkshireCouncil-None-None]",""
"passed","Thu Feb 01 01:12:58 GMT 2024","Thu Feb 01 01:12:58 GMT 2024","717","","","","","","Validate Council Output [ReadingBoroughCouncil-None-None]",""
"failed","Thu Feb 01 01:13:24 GMT 2024","Thu Feb 01 01:13:24 GMT 2024","210","","","","","","Validate Council Output [WestLothianCouncil-http://selenium:4444-local]",""
"passed","Thu Feb 01 01:12:33 GMT 2024","Thu Feb 01 01:12:34 GMT 2024","1386","","","","","","Validate Council Output [EnvironmentFirst-None-None]",""
"failed","Thu Feb 01 01:13:08 GMT 2024","Thu Feb 01 01:13:10 GMT 2024","2268","","","","","","Validate Council Output [SouthNorfolkCouncil-None-None]",""
"failed","Thu Feb 01 01:13:00 GMT 2024","Thu Feb 01 01:13:00 GMT 2024","67","","","","","","Validate Council Output [GatesheadCouncil-http://selenium:4444-local]",""
