"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Feb 12 01:08:38 GMT 2024","Mon Feb 12 01:08:38 GMT 2024","806","","","","","","Validate Council Output [ChelmsfordCityCouncil-http://selenium:4444-local]",""
"passed","Mon Feb 12 01:08:43 GMT 2024","Mon Feb 12 01:08:44 GMT 2024","1204","","","","","","Validate Council Output [GedlingBoroughCouncil-None-None]",""
"passed","Mon Feb 12 01:09:37 GMT 2024","Mon Feb 12 01:09:39 GMT 2024","2094","","","","","","Validate Council Output [StockportBoroughCouncil-None-None]",""
"passed","Mon Feb 12 01:08:38 GMT 2024","Mon Feb 12 01:08:41 GMT 2024","2685","","","","","","Validate Council Output [ErewashBoroughCouncil-None-None]",""
"failed","Mon Feb 12 01:08:42 GMT 2024","Mon Feb 12 01:08:49 GMT 2024","6358","","","","","","Validate Council Output [LondonBoroughHounslow-None-None]",""
"passed","Mon Feb 12 01:09:37 GMT 2024","Mon Feb 12 01:09:38 GMT 2024","1532","","","","","","Validate Council Output [OldhamCouncil-None-None]",""
"passed","Mon Feb 12 01:09:44 GMT 2024","Mon Feb 12 01:09:45 GMT 2024","1095","","","","","","Validate Council Output [WarwickDistrictCouncil-None-None]",""
"failed","Mon Feb 12 01:08:29 GMT 2024","Mon Feb 12 01:08:30 GMT 2024","1219","","","","","","Validate Council Output [CroydonCouncil-None-None]",""
"failed","Mon Feb 12 01:08:36 GMT 2024","Mon Feb 12 01:08:36 GMT 2024","3","","","","","","Validate Council Output [EastRidingCouncil-http://selenium:4444-local]",""
"passed","Mon Feb 12 01:08:27 GMT 2024","Mon Feb 12 01:08:27 GMT 2024","576","","","","","","Validate Council Output [CannockChaseDistrictCouncil-None-None]",""
"passed","Mon Feb 12 01:09:39 GMT 2024","Mon Feb 12 01:09:40 GMT 2024","1460","","","","","","Validate Council Output [StratfordUponAvonCouncil-None-None]",""
"failed","Mon Feb 12 01:08:41 GMT 2024","Mon Feb 12 01:08:41 GMT 2024","148","","","","","","Validate Council Output [LeedsCityCouncil-http://selenium:4444-local]",""
"failed","Mon Feb 12 01:08:47 GMT 2024","Mon Feb 12 01:09:18 GMT 2024","30623","","","","","","Validate Council Output [NewcastleCityCouncil-None-None]",""
"passed","Mon Feb 12 01:10:00 GMT 2024","Mon Feb 12 01:10:00 GMT 2024","490","","","","","","Validate Council Output [YorkCouncil-None-None]",""
"passed","Mon Feb 12 01:08:42 GMT 2024","Mon Feb 12 01:08:42 GMT 2024","628","","","","","","Validate Council Output [LiverpoolCityCouncil-None-None]",""
"passed","Mon Feb 12 01:08:40 GMT 2024","Mon Feb 12 01:08:44 GMT 2024","3704","","","","","","Validate Council Output [ManchesterCityCouncil-None-None]",""
"failed","Mon Feb 12 01:08:42 GMT 2024","Mon Feb 12 01:08:42 GMT 2024","4","","","","","","Validate Council Output [ForestOfDeanDistrictCouncil-http://selenium:4444-local]",""
"passed","Mon Feb 12 01:09:40 GMT 2024","Mon Feb 12 01:09:43 GMT 2024","2580","","","","","","Validate Council Output [TorbayCouncil-None-None]",""
"passed","Mon Feb 12 01:08:30 GMT 2024","Mon Feb 12 01:08:32 GMT 2024","1548","","","","","","Validate Council Output [DoncasterCouncil-None-None]",""
"passed","Mon Feb 12 01:09:40 GMT 2024","Mon Feb 12 01:09:42 GMT 2024","1981","","","","","","Validate Council Output [TonbridgeAndMallingBC-None-None]",""
"passed","Mon Feb 12 01:08:44 GMT 2024","Mon Feb 12 01:08:46 GMT 2024","2111","","","","","","Validate Council Output [GlasgowCityCouncil-None-None]",""
"passed","Mon Feb 12 01:09:23 GMT 2024","Mon Feb 12 01:09:27 GMT 2024","4173","","","","","","Validate Council Output [ShropshireCouncil-None-None]",""
"passed","Mon Feb 12 01:08:34 GMT 2024","Mon Feb 12 01:08:34 GMT 2024","591","","","","","","Validate Council Output [EastDevonDC-None-None]",""
"failed","Mon Feb 12 01:08:27 GMT 2024","Mon Feb 12 01:08:27 GMT 2024","3","","","","","","Validate Council Output [BrightonandHoveCityCouncil-http://selenium:4444-local]",""
"failed","Mon Feb 12 01:08:36 GMT 2024","Mon Feb 12 01:08:36 GMT 2024","149","","","","","","Validate Council Output [EastSuffolkCouncil-http://selenium:4444-local]",""
"passed","Mon Feb 12 01:08:27 GMT 2024","Mon Feb 12 01:08:29 GMT 2024","1445","","","","","","Validate Council Output [CrawleyBoroughCouncil-None-None]",""
"passed","Mon Feb 12 01:09:45 GMT 2024","Mon Feb 12 01:09:50 GMT 2024","5116","","","","","","Validate Council Output [ValeofWhiteHorseCouncil-None-None]",""
"passed","Mon Feb 12 01:09:29 GMT 2024","Mon Feb 12 01:09:32 GMT 2024","2953","","","","","","Validate Council Output [SouthNorfolkCouncil-None-None]",""
"passed","Mon Feb 12 01:09:37 GMT 2024","Mon Feb 12 01:09:39 GMT 2024","1687","","","","","","Validate Council Output [StokeOnTrentCityCouncil-None-None]",""
"passed","Mon Feb 12 01:08:58 GMT 2024","Mon Feb 12 01:09:00 GMT 2024","1444","","","","","","Validate Council Output [NorthSomersetCouncil-None-None]",""
"failed","Mon Feb 12 01:09:18 GMT 2024","Mon Feb 12 01:09:18 GMT 2024","147","","","","","","Validate Council Output [RushcliffeBoroughCouncil-http://selenium:4444-local]",""
"passed","Mon Feb 12 01:10:32 GMT 2024","Mon Feb 12 01:10:37 GMT 2024","5089","","","","","","Validate Council Output [LancasterCityCouncil-None-None]",""
"passed","Mon Feb 12 01:08:27 GMT 2024","Mon Feb 12 01:08:36 GMT 2024","8370","","","","","","Validate Council Output [CardiffCouncil-None-None]",""
"passed","Mon Feb 12 01:08:36 GMT 2024","Mon Feb 12 01:08:38 GMT 2024","1455","","","","","","Validate Council Output [EnvironmentFirst-None-None]",""
"passed","Mon Feb 12 01:09:28 GMT 2024","Mon Feb 12 01:09:28 GMT 2024","582","","","","","","Validate Council Output [SouthGloucestershireCouncil-None-None]",""
"failed","Mon Feb 12 01:09:39 GMT 2024","Mon Feb 12 01:09:39 GMT 2024","610","","","","","","Validate Council Output [SwaleBoroughCouncil-None-None]",""
"failed","Mon Feb 12 01:08:27 GMT 2024","Mon Feb 12 01:08:27 GMT 2024","184","","","","","","Validate Council Output [BoltonCouncil-http://selenium:4444-local]",""
"passed","Mon Feb 12 01:09:28 GMT 2024","Mon Feb 12 01:09:29 GMT 2024","606","","","","","","Validate Council Output [SouthLanarkshireCouncil-None-None]",""
"failed","Mon Feb 12 01:08:49 GMT 2024","Mon Feb 12 01:08:50 GMT 2024","1772","","","","","","Validate Council Output [LondonBoroughRedbridge-http://selenium:4444-local]",""
"failed","Mon Feb 12 01:08:38 GMT 2024","Mon Feb 12 01:08:39 GMT 2024","291","","","","","","Validate Council Output [CheshireEastCouncil-None-None]",""
"failed","Mon Feb 12 01:08:32 GMT 2024","Mon Feb 12 01:08:32 GMT 2024","2","","","","","","Validate Council Output [BuckinghamshireCouncil-http://selenium:4444-local]",""
"passed","Mon Feb 12 01:08:32 GMT 2024","Mon Feb 12 01:08:34 GMT 2024","1436","","","","","","Validate Council Output [BuryCouncil-None-None]",""
"passed","Mon Feb 12 01:08:38 GMT 2024","Mon Feb 12 01:08:42 GMT 2024","4033","","","","","","Validate Council Output [FenlandDistrictCouncil-None-None]",""
"passed","Mon Feb 12 01:10:27 GMT 2024","Mon Feb 12 01:10:30 GMT 2024","3088","","","","","","Validate Council Output [HarrogateBoroughCouncil-None-None]",""
"failed","Mon Feb 12 01:08:46 GMT 2024","Mon Feb 12 01:08:46 GMT 2024","2","","","","","","Validate Council Output [GuildfordCouncil-http://selenium:4444-local]",""
"passed","Mon Feb 12 01:09:32 GMT 2024","Mon Feb 12 01:09:35 GMT 2024","3080","","","","","","Validate Council Output [SouthOxfordshireCouncil-None-None]",""
"passed","Mon Feb 12 01:08:27 GMT 2024","Mon Feb 12 01:08:31 GMT 2024","4452","","","","","","Validate Council Output [BristolCityCouncil-None-None]",""
"failed","Mon Feb 12 01:08:26 GMT 2024","Mon Feb 12 01:08:27 GMT 2024","330","","","","","","Validate Council Output [CalderdaleCouncil-http://selenium:4444-local]",""
"failed","Mon Feb 12 01:08:31 GMT 2024","Mon Feb 12 01:08:32 GMT 2024","973","","","","","","Validate Council Output [BromleyBoroughCouncil-http://selenium:4444-local]",""
"failed","Mon Feb 12 01:09:35 GMT 2024","Mon Feb 12 01:09:35 GMT 2024","495","","","","","","Validate Council Output [SouthTynesideCouncil-None-None]",""
"passed","Mon Feb 12 01:09:21 GMT 2024","Mon Feb 12 01:09:26 GMT 2024","5060","","","","","","Validate Council Output [NorthKestevenDistrictCouncil-None-None]",""
"failed","Mon Feb 12 01:08:36 GMT 2024","Mon Feb 12 01:08:36 GMT 2024","69","","","","","","Validate Council Output [EastLindseyDistrictCouncil-http://selenium:4444-local]",""
"failed","Mon Feb 12 01:09:52 GMT 2024","Mon Feb 12 01:09:52 GMT 2024","2","","","","","","Validate Council Output [WestSuffolkCouncil-http://selenium:4444-local]",""
"passed","Mon Feb 12 01:10:25 GMT 2024","Mon Feb 12 01:10:27 GMT 2024","2350","","","","","","Validate Council Output [HaringeyCouncil-None-None]",""
"failed","Mon Feb 12 01:08:43 GMT 2024","Mon Feb 12 01:08:43 GMT 2024","246","","","","","","Validate Council Output [GatesheadCouncil-http://selenium:4444-local]",""
"passed","Mon Feb 12 01:09:00 GMT 2024","Mon Feb 12 01:09:09 GMT 2024","9315","","","","","","Validate Council Output [NorthTynesideCouncil-None-None]",""
"failed","Mon Feb 12 01:09:34 GMT 2024","Mon Feb 12 01:09:35 GMT 2024","145","","","","","","Validate Council Output [NorthWestLeicestershire-http://selenium:4444-local]",""
"passed","Mon Feb 12 01:09:21 GMT 2024","Mon Feb 12 01:09:23 GMT 2024","2570","","","","","","Validate Council Output [SheffieldCityCouncil-None-None]",""
"passed","Mon Feb 12 01:09:56 GMT 2024","Mon Feb 12 01:09:58 GMT 2024","2507","","","","","","Validate Council Output [WiltshireCouncil-None-None]",""
"failed","Mon Feb 12 01:08:46 GMT 2024","Mon Feb 12 01:08:46 GMT 2024","2","","","","","","Validate Council Output [HaltonBoroughCouncil-http://selenium:4444-local]",""
"passed","Mon Feb 12 01:08:32 GMT 2024","Mon Feb 12 01:08:33 GMT 2024","1097","","","","","","Validate Council Output [DorsetCouncil-None-None]",""
