"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 28 01:14:22 GMT 2024","Sun Jan 28 01:14:25 GMT 2024","2392","","","","","","Validate Council Output [TonbridgeAndMallingBC-None-None]",""
"failed","Sun Jan 28 01:13:39 GMT 2024","Sun Jan 28 01:13:39 GMT 2024","160","","","","","","Validate Council Output [NeathPortTalbotCouncil-http://selenium:4444-local]",""
"failed","Sun Jan 28 01:13:23 GMT 2024","Sun Jan 28 01:13:23 GMT 2024","164","","","","","","Validate Council Output [LeedsCityCouncil-http://selenium:4444-local]",""
"passed","Sun Jan 28 01:13:32 GMT 2024","Sun Jan 28 01:13:33 GMT 2024","1182","","","","","","Validate Council Output [MalvernHillsDC-None-None]",""
"passed","Sun Jan 28 01:14:20 GMT 2024","Sun Jan 28 01:14:22 GMT 2024","1833","","","","","","Validate Council Output [StokeOnTrentCityCouncil-None-None]",""
"passed","Sun Jan 28 01:13:20 GMT 2024","Sun Jan 28 01:13:23 GMT 2024","3098","","","","","","Validate Council Output [ErewashBoroughCouncil-None-None]",""
"failed","Sun Jan 28 01:13:12 GMT 2024","Sun Jan 28 01:13:13 GMT 2024","919","","","","","","Validate Council Output [BromleyBoroughCouncil-http://selenium:4444-local]",""
"failed","Sun Jan 28 01:16:36 GMT 2024","Sun Jan 28 01:16:36 GMT 2024","2","","","","","","Validate Council Output [WakefieldCityCouncil-http://selenium:4444-local]",""
"failed","Sun Jan 28 01:14:37 GMT 2024","Sun Jan 28 01:14:37 GMT 2024","164","","","","","","Validate Council Output [WelhatCouncil-None-None]",""
"passed","Sun Jan 28 01:14:01 GMT 2024","Sun Jan 28 01:14:05 GMT 2024","4451","","","","","","Validate Council Output [ShropshireCouncil-None-None]",""
"failed","Sun Jan 28 01:14:25 GMT 2024","Sun Jan 28 01:14:25 GMT 2024","2","","","","","","Validate Council Output [NorthEastLincs-None-None]",""
"failed","Sun Jan 28 01:13:27 GMT 2024","Sun Jan 28 01:13:29 GMT 2024","1429","","","","","","Validate Council Output [HuntingdonDistrictCouncil-None-None]",""
"passed","Sun Jan 28 01:13:07 GMT 2024","Sun Jan 28 01:13:08 GMT 2024","1025","","","","","","Validate Council Output [ConwyCountyBorough-None-None]",""
"passed","Sun Jan 28 01:13:12 GMT 2024","Sun Jan 28 01:13:18 GMT 2024","5958","","","","","","Validate Council Output [BasingstokeCouncil-None-None]",""
"failed","Sun Jan 28 01:13:07 GMT 2024","Sun Jan 28 01:13:07 GMT 2024","716","","","","","","Validate Council Output [CalderdaleCouncil-http://selenium:4444-local]",""
"failed","Sun Jan 28 01:13:52 GMT 2024","Sun Jan 28 01:13:52 GMT 2024","64","","","","","","Validate Council Output [NorthWestLeicestershire-http://selenium:4444-local]",""
"failed","Sun Jan 28 01:13:29 GMT 2024","Sun Jan 28 01:13:31 GMT 2024","1716","","","","","","Validate Council Output [KingstonUponThamesCouncil-None-None]",""
"passed","Sun Jan 28 01:13:31 GMT 2024","Sun Jan 28 01:13:36 GMT 2024","5761","","","","","","Validate Council Output [LancasterCityCouncil-None-None]",""
"failed","Sun Jan 28 01:13:44 GMT 2024","Sun Jan 28 01:13:44 GMT 2024","2","","","","","","Validate Council Output [ForestOfDeanDistrictCouncil-http://selenium:4444-local]",""
"failed","Sun Jan 28 01:13:43 GMT 2024","Sun Jan 28 01:13:43 GMT 2024","65","","","","","","Validate Council Output [NorthNorfolkDistrictCouncil-http://selenium:4444-local]",""
"failed","Sun Jan 28 01:14:14 GMT 2024","Sun Jan 28 01:14:15 GMT 2024","1035","","","","","","Validate Council Output [SouthTynesideCouncil-None-None]",""
"passed","Sun Jan 28 01:14:48 GMT 2024","Sun Jan 28 01:14:49 GMT 2024","604","","","","","","Validate Council Output [YorkCouncil-None-None]",""
"passed","Sun Jan 28 01:13:15 GMT 2024","Sun Jan 28 01:13:16 GMT 2024","816","","","","","","Validate Council Output [EastDevonDC-None-None]",""
"passed","Sun Jan 28 01:13:40 GMT 2024","Sun Jan 28 01:13:43 GMT 2024","3520","","","","","","Validate Council Output [NorthLincolnshireCouncil-None-None]",""
"passed","Sun Jan 28 01:13:07 GMT 2024","Sun Jan 28 01:13:12 GMT 2024","5217","","","","","","Validate Council Output [BristolCityCouncil-None-None]",""
"passed","Sun Jan 28 01:13:08 GMT 2024","Sun Jan 28 01:13:10 GMT 2024","1994","","","","","","Validate Council Output [CrawleyBoroughCouncil-None-None]",""
"failed","Sun Jan 28 01:14:38 GMT 2024","Sun Jan 28 01:14:39 GMT 2024","65","","","","","","Validate Council Output [WestLothianCouncil-http://selenium:4444-local]",""
"passed","Sun Jan 28 01:13:16 GMT 2024","Sun Jan 28 01:13:18 GMT 2024","1688","","","","","","Validate Council Output [EastleighBoroughCouncil-None-None]",""
"failed","Sun Jan 28 01:13:13 GMT 2024","Sun Jan 28 01:13:13 GMT 2024","165","","","","","","Validate Council Output [BroxtoweBoroughCouncil-http://selenium:4444-local]",""
"passed","Sun Jan 28 01:13:25 GMT 2024","Sun Jan 28 01:13:27 GMT 2024","2356","","","","","","Validate Council Output [HarrogateBoroughCouncil-None-None]",""
"passed","Sun Jan 28 01:13:23 GMT 2024","Sun Jan 28 01:13:25 GMT 2024","2349","","","","","","Validate Council Output [HaringeyCouncil-None-None]",""
"passed","Sun Jan 28 01:14:03 GMT 2024","Sun Jan 28 01:14:05 GMT 2024","1823","","","","","","Validate Council Output [SouthCambridgeshireCouncil-None-None]",""
"passed","Sun Jan 28 01:13:12 GMT 2024","Sun Jan 28 01:13:14 GMT 2024","1488","","","","","","Validate Council Output [CharnwoodBoroughCouncil-None-None]",""
"passed","Sun Jan 28 01:13:18 GMT 2024","Sun Jan 28 01:13:20 GMT 2024","1271","","","","","","Validate Council Output [EnvironmentFirst-None-None]",""
"failed","Sun Jan 28 01:14:00 GMT 2024","Sun Jan 28 01:14:00 GMT 2024","161","","","","","","Validate Council Output [RushcliffeBoroughCouncil-http://selenium:4444-local]",""
