"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Jan 17 01:15:05 GMT 2024","Wed Jan 17 01:15:05 GMT 2024","200","","","","","","Validate Council Output [StaffordshireMoorlandsDistrictCouncil-http://selenium:4444-local]",""
"passed","Wed Jan 17 01:15:23 GMT 2024","Wed Jan 17 01:15:24 GMT 2024","1600","","","","","","Validate Council Output [WarwickDistrictCouncil-None-None]",""
"passed","Wed Jan 17 01:15:18 GMT 2024","Wed Jan 17 01:15:21 GMT 2024","3144","","","","","","Validate Council Output [TorridgeDistrictCouncil-None-None]",""
"failed","Wed Jan 17 01:15:33 GMT 2024","Wed Jan 17 01:15:33 GMT 2024","2","","","","","","Validate Council Output [WestSuffolkCouncil-http://selenium:4444-local]",""
"passed","Wed Jan 17 01:14:48 GMT 2024","Wed Jan 17 01:14:53 GMT 2024","5271","","","","","","Validate Council Output [NorthKestevenDistrictCouncil-None-None]",""
"passed","Wed Jan 17 01:14:27 GMT 2024","Wed Jan 17 01:14:29 GMT 2024","1613","","","","","","Validate Council Output [DoncasterCouncil-None-None]",""
"passed","Wed Jan 17 01:15:30 GMT 2024","Wed Jan 17 01:15:32 GMT 2024","1867","","","","","","Validate Council Output [WealdenDistrictCouncil-None-None]",""
"failed","Wed Jan 17 01:14:50 GMT 2024","Wed Jan 17 01:14:51 GMT 2024","202","","","","","","Validate Council Output [LeedsCityCouncil-http://selenium:4444-local]",""
"passed","Wed Jan 17 01:15:13 GMT 2024","Wed Jan 17 01:15:15 GMT 2024","1864","","","","","","Validate Council Output [StratfordUponAvonCouncil-None-None]",""
"failed","Wed Jan 17 01:14:58 GMT 2024","Wed Jan 17 01:14:58 GMT 2024","212","","","","","","Validate Council Output [RushcliffeBoroughCouncil-http://selenium:4444-local]",""
"failed","Wed Jan 17 01:15:23 GMT 2024","Wed Jan 17 01:15:23 GMT 2024","3","","","","","","Validate Council Output [WakefieldCityCouncil-http://selenium:4444-local]",""
"failed","Wed Jan 17 01:14:25 GMT 2024","Wed Jan 17 01:14:27 GMT 2024","1936","","","","","","Validate Council Output [CroydonCouncil-None-None]",""
