"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 15 01:16:24 GMT 2024","Mon Jan 15 01:16:25 GMT 2024","933","","","","","","Validate Council Output [NewarkAndSherwoodDC-None-None]",""
"passed","Mon Jan 15 01:16:32 GMT 2024","Mon Jan 15 01:16:33 GMT 2024","756","","","","","","Validate Council Output [LisburnCastlereaghCityCouncil-None-None]",""
"passed","Mon Jan 15 01:16:05 GMT 2024","Mon Jan 15 01:16:10 GMT 2024","5302","","","","","","Validate Council Output [BristolCityCouncil-None-None]",""
"passed","Mon Jan 15 01:16:59 GMT 2024","Mon Jan 15 01:17:00 GMT 2024","1237","","","","","","Validate Council Output [WarwickDistrictCouncil-None-None]",""
"failed","Mon Jan 15 01:16:13 GMT 2024","Mon Jan 15 01:16:13 GMT 2024","285","","","","","","Validate Council Output [CheshireEastCouncil-None-None]",""
"failed","Mon Jan 15 01:16:12 GMT 2024","Mon Jan 15 01:16:12 GMT 2024","70","","","","","","Validate Council Output [DerbyshireDalesDistrictCouncil-http://selenium:4444-local]",""
"passed","Mon Jan 15 01:16:45 GMT 2024","Mon Jan 15 01:16:46 GMT 2024","882","","","","","","Validate Council Output [SouthGloucestershireCouncil-None-None]",""
"passed","Mon Jan 15 01:16:18 GMT 2024","Mon Jan 15 01:16:19 GMT 2024","1240","","","","","","Validate Council Output [EastCambridgeshireCouncil-None-None]",""
"failed","Mon Jan 15 01:16:17 GMT 2024","Mon Jan 15 01:16:17 GMT 2024","3","","","","","","Validate Council Output [BexleyCouncil-http://selenium:4444-local]",""
"passed","Mon Jan 15 01:16:25 GMT 2024","Mon Jan 15 01:16:26 GMT 2024","966","","","","","","Validate Council Output [MalvernHillsDC-None-None]",""
"passed","Mon Jan 15 01:18:59 GMT 2024","Mon Jan 15 01:19:01 GMT 2024","1410","","","","","","Validate Council Output [TorbayCouncil-None-None]",""
"failed","Mon Jan 15 01:16:34 GMT 2024","Mon Jan 15 01:16:35 GMT 2024","817","","","","","","Validate Council Output [MidSussexDistrictCouncil-None-None]",""
"passed","Mon Jan 15 01:16:12 GMT 2024","Mon Jan 15 01:16:13 GMT 2024","787","","","","","","Validate Council Output [BathAndNorthEastSomersetCouncil-None-None]",""
"passed","Mon Jan 15 01:16:04 GMT 2024","Mon Jan 15 01:16:05 GMT 2024","1054","","","","","","Validate Council Output [ConwyCountyBorough-None-None]",""
"failed","Mon Jan 15 01:16:59 GMT 2024","Mon Jan 15 01:17:02 GMT 2024","2858","","","","","","Validate Council Output [TorridgeDistrictCouncil-None-None]",""
"passed","Mon Jan 15 01:16:07 GMT 2024","Mon Jan 15 01:16:12 GMT 2024","5290","","","","","","Validate Council Output [CroydonCouncil-None-None]",""
"failed","Mon Jan 15 01:16:32 GMT 2024","Mon Jan 15 01:16:32 GMT 2024","71","","","","","","Validate Council Output [LeedsCityCouncil-http://selenium:4444-local]",""
"passed","Mon Jan 15 01:16:18 GMT 2024","Mon Jan 15 01:16:19 GMT 2024","1499","","","","","","Validate Council Output [EastleighBoroughCouncil-None-None]",""
"failed","Mon Jan 15 01:16:20 GMT 2024","Mon Jan 15 01:16:20 GMT 2024","686","","","","","","Validate Council Output [FenlandDistrictCouncil-None-None]",""
"passed","Mon Jan 15 01:16:19 GMT 2024","Mon Jan 15 01:16:21 GMT 2024","1150","","","","","","Validate Council Output [EnvironmentFirst-None-None]",""
"failed","Mon Jan 15 01:16:04 GMT 2024","Mon Jan 15 01:16:05 GMT 2024","371","","","","","","Validate Council Output [CalderdaleCouncil-http://selenium:4444-local]",""
"failed","Mon Jan 15 01:16:35 GMT 2024","Mon Jan 15 01:16:35 GMT 2024","3","","","","","","Validate Council Output [ReigateAndBansteadBoroughCouncil-http://selenium:4444-local]",""
"passed","Mon Jan 15 01:16:35 GMT 2024","Mon Jan 15 01:16:41 GMT 2024","6339","","","","","","Validate Council Output [NottinghamCityCouncil-None-None]",""
"passed","Mon Jan 15 01:16:24 GMT 2024","Mon Jan 15 01:16:25 GMT 2024","1003","","","","","","Validate Council Output [MaldonDistrictCouncil-None-None]",""
"failed","Mon Jan 15 01:16:06 GMT 2024","Mon Jan 15 01:16:06 GMT 2024","82","","","","","","Validate Council Output [BarnetCouncil-http://selenium:4444-local]",""
"passed","Mon Jan 15 01:16:53 GMT 2024","Mon Jan 15 01:17:01 GMT 2024","8276","","","","","","Validate Council Output [SomersetCouncil-None-None]",""
"failed","Mon Jan 15 01:16:25 GMT 2024","Mon Jan 15 01:16:25 GMT 2024","3","","","","","","Validate Council Output [HaltonBoroughCouncil-http://selenium:4444-local]",""
"failed","Mon Jan 15 01:16:44 GMT 2024","Mon Jan 15 01:16:44 GMT 2024","70","","","","","","Validate Council Output [NorthumberlandCouncil-http://selenium:4444-local]",""
"failed","Mon Jan 15 01:16:24 GMT 2024","Mon Jan 15 01:16:24 GMT 2024","78","","","","","","Validate Council Output [NeathPortTalbotCouncil-http://selenium:4444-local]",""
"failed","Mon Jan 15 01:16:15 GMT 2024","Mon Jan 15 01:16:15 GMT 2024","90","","","","","","Validate Council Output [BroxtoweBoroughCouncil-http://selenium:4444-local]",""
"passed","Mon Jan 15 01:16:43 GMT 2024","Mon Jan 15 01:16:44 GMT 2024","503","","","","","","Validate Council Output [ReadingBoroughCouncil-None-None]",""
"passed","Mon Jan 15 01:16:50 GMT 2024","Mon Jan 15 01:16:52 GMT 2024","2256","","","","","","Validate Council Output [TonbridgeAndMallingBC-None-None]",""
"passed","Mon Jan 15 01:16:10 GMT 2024","Mon Jan 15 01:16:12 GMT 2024","1614","","","","","","Validate Council Output [CharnwoodBoroughCouncil-None-None]",""
"passed","Mon Jan 15 01:16:44 GMT 2024","Mon Jan 15 01:16:44 GMT 2024","614","","","","","","Validate Council Output [SouthLanarkshireCouncil-None-None]",""
"passed","Mon Jan 15 01:17:04 GMT 2024","Mon Jan 15 01:17:09 GMT 2024","4626","","","","","","Validate Council Output [WokingBoroughCouncil-None-None]",""
"failed","Mon Jan 15 01:16:44 GMT 2024","Mon Jan 15 01:16:44 GMT 2024","69","","","","","","Validate Council Output [NorthWestLeicestershire-http://selenium:4444-local]",""
"passed","Mon Jan 15 01:16:54 GMT 2024","Mon Jan 15 01:16:59 GMT 2024","5217","","","","","","Validate Council Output [ValeofWhiteHorseCouncil-None-None]",""
"passed","Mon Jan 15 01:16:08 GMT 2024","Mon Jan 15 01:16:12 GMT 2024","4342","","","","","","Validate Council Output [BasingstokeCouncil-None-None]",""
"passed","Mon Jan 15 01:16:38 GMT 2024","Mon Jan 15 01:16:44 GMT 2024","5111","","","","","","Validate Council Output [NorthTynesideCouncil-None-None]",""
"passed","Mon Jan 15 01:16:26 GMT 2024","Mon Jan 15 01:16:29 GMT 2024","3330","","","","","","Validate Council Output [ManchesterCityCouncil-None-None]",""
"passed","Mon Jan 15 01:16:42 GMT 2024","Mon Jan 15 01:16:43 GMT 2024","960","","","","","","Validate Council Output [SouthAyrshireCouncil-None-None]",""
"failed","Mon Jan 15 01:16:42 GMT 2024","Mon Jan 15 01:16:42 GMT 2024","2","","","","","","Validate Council Output [SevenoaksDistrictCouncil-http://selenium:4444-local]",""
"failed","Mon Jan 15 01:16:04 GMT 2024","Mon Jan 15 01:16:04 GMT 2024","129","","","","","","Validate Council Output [BlackburnCouncil-http://selenium:4444-local]",""
